indicativo,altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
1428,370,11.2,8.7,9.9,12.4,20,5.6,20.6,976.9,970.8
1428,370,10.8,1.0,8.4,13.1,17,4.4,16.4,975.9,968.7
1428,370,8.5,0.4,5.5,11.5,99,2.8,8.3,980.1,975.7
1428,370,11.1,0.1,9.6,12.6,22,5.6,15.0,979.3,976.4
1428,370,12.2,15.7,11.2,13.3,19,7.5,16.1,978.0,976.2
1428,370,13.5,20.7,12.8,14.2,20,4.7,12.8,979.6,974.9
1428,370,11.8,0,8.1,15.4,99,1.9,7.2,979.6,977.2
1428,370,10.4,3.6,7.6,13.1,20,3.3,11.7,985.2,978.3
1428,370,11.9,0.1,9.8,14.0,99,2.8,7.2,988.0,985.0
1428,370,9.6,1.3,6.9,12.3,99,3.9,10.8,988.1,983.9
1428,370,7.6,0.1,4.2,11.1,99,2.8,7.2,988.7,987.0
1428,370,10.3,0,6.4,14.2,20,1.4,7.2,990.1,988.0
1428,370,9.6,0.0,4.4,14.7,99,1.4,4.2,989.4,980.2
1428,370,10.2,0.5,7.8,12.7,33,1.9,8.9,981.0,977.5
1428,370,7.6,15.6,3.7,11.6,17,3.6,16.9,980.6,962.2
1428,370,8.3,2.1,5.0,11.6,28,3.3,18.1,978.1,962.1
1428,370,7.7,7.1,5.1,10.3,19,4.4,11.7,981.7,977.6
1428,370,10.7,23.9,8.3,13.1,19,6.4,18.9,978.5,973.2
1428,370,7.6,9.8,5.4,9.7,22,3.3,17.5,982.8,971.7
1428,370,7.6,0.7,5.0,10.1,16,3.9,12.5,982.8,975.3
1428,370,8.9,22.9,7.1,10.7,19,5.6,18.9,975.3,966.6
1428,370,8.4,5.1,6.5,10.4,26,3.3,13.9,978.7,973.5
1428,370,10.4,3.9,9.2,11.6,20,4.4,12.8,982.0,978.3
1428,370,11.7,4.3,10.4,13.0,23,5.8,13.3,985.8,980.9
1428,370,10.6,1.6,8.8,12.5,99,4.2,10.8,987.6,985.3
1428,370,11.2,0.0,7.7,14.6,20,1.7,7.2,985.6,983.8
1428,370,10.3,0.0,5.7,14.9,14,1.1,4.2,986.1,984.2
1428,370,11.0,0.0,6.3,15.6,14,1.1,5.8,984.3,981.7
1428,370,10.2,0.9,5.4,15.1,26,1.4,7.2,984.3,982.4
1428,370,9.2,1.2,7.1,11.4,18,1.1,5.8,985.5,981.9
1428,370,11.2,0,8.0,14.3,99,1.7,6.1,989.1,985.3
1428,370,9.5,0,5.0,14.0,13,0.8,5.8,988.5,986.3
1428,370,9.1,0.0,2.8,15.4,99,0.8,4.2,987.5,985.6
1428,370,9.4,0.0,2.3,16.6,29,1.7,4.2,988.1,985.7
1428,370,8.7,0.0,1.9,15.5,99,0.8,3.6,989.7,987.1
1428,370,6.6,0.0,1.3,11.8,99,0.6,5.0,989.8,984.8
1428,370,8.2,0.0,1.9,14.6,13,0.8,5.0,984.8,983.3
1428,370,8.2,0.0,1.6,14.9,15,1.4,3.6,989.6,984.7
1428,370,5.4,0.0,-3.1,13.9,99,1.7,3.6,991.6,989.5
1428,370,6.7,0.0,-1.2,14.6,99,0.8,5.0,990.4,988.6
1428,370,6.4,0.0,-0.7,13.6,01,0.8,5.0,990.1,987.5
1428,370,6.7,0.0,0.8,12.6,99,1.1,5.8,989.2,986.6
1428,370,6.2,0,0.8,11.6,01,1.9,7.8,986.7,980.8
1428,370,6.6,0.0,1.9,11.4,06,1.7,8.9,982.5,979.0
1428,370,6.6,0.0,1.4,11.7,04,1.4,7.2,988.3,982.4
1428,370,5.6,0.0,0.4,10.8,99,1.1,8.3,989.7,987.5
1428,370,7.2,0.0,2.5,12.0,35,1.7,7.2,989.3,985.6
1428,370,8.0,0.0,3.5,12.5,08,1.4,7.2,985.6,979.0
1428,370,8.4,1.1,3.1,13.7,99,1.4,5.0,979.0,975.0
1428,370,7.5,2.0,5.1,9.9,35,2.8,9.7,977.4,973.6
1428,370,6.0,1.2,2.0,9.9,33,1.4,6.1,980.1,977.3
1428,370,4.4,7.9,1.8,7.1,19,2.5,6.7,979.7,973.9
1428,370,8.6,28.4,6.5,10.8,99,3.3,15.0,974.0,962.2
1428,370,7.1,2.7,4.4,9.8,35,5.0,12.8,981.5,971.6
1428,370,6.0,0,3.0,8.9,28,1.4,4.2,983.2,980.8
1428,370,7.0,4.7,5.4,8.5,35,3.3,11.4,981.3,973.9
1428,370,9.6,4.4,8.0,11.1,33,6.4,14.4,975.0,973.0
1428,370,10.0,0.4,8.8,11.1,99,4.7,12.5,979.6,974.1
1428,370,7.8,0.0,4.6,11.0,02,1.4,7.8,981.6,979.3
1428,370,7.0,0.7,1.0,13.0,99,2.5,8.3,980.2,975.4
1428,370,7.4,1.1,4.4,10.4,33,3.9,11.7,981.1,976.1
1428,370,8.8,2.2,6.7,10.9,99,3.3,7.8,980.6,977.6
1428,370,7.2,8.5,4.2,10.2,32,5.3,16.1,977.6,970.1
1428,370,7.0,22.8,2.6,11.5,27,3.9,12.8,973.6,958.2
1428,370,8.8,17.4,5.6,11.9,24,5.8,15.0,958.2,949.2
1428,370,5.2,10.3,2.5,8.0,28,7.2,20.6,964.2,942.9
1428,370,4.8,1.1,0.8,8.7,36,2.5,13.9,982.8,964.2
1428,370,3.6,0.1,-2.1,9.3,99,1.1,6.7,987.1,982.7
1428,370,5.4,0.6,2.2,8.7,19,2.8,8.3,986.0,984.5
1428,370,9.8,0,7.7,12.0,20,1.9,5.8,986.5,984.4
1428,370,9.2,3.9,6.4,11.9,99,3.9,9.7,984.5,979.6
1428,370,7.9,0.0,4.0,11.8,27,2.2,7.2,983.0,979.9
1428,370,6.4,10.7,3.1,9.8,99,3.9,12.8,979.9,975.9
1428,370,10.0,24.0,9.1,11.0,20,6.9,17.5,977.4,971.3
1428,370,7.6,0,3.6,11.6,99,5.3,18.6,985.2,970.0
1428,370,7.5,0.0,2.3,12.7,99,1.1,5.0,988.2,985.2
1428,370,9.6,0.0,2.1,17.1,99,1.4,4.7,987.3,985.1
1428,370,10.6,0.0,4.5,16.8,99,2.2,5.0,985.8,983.5
1428,370,13.0,0.0,6.7,19.4,99,2.2,8.3,983.5,978.8
1428,370,12.7,0.0,8.1,17.3,99,2.2,7.8,983.1,980.0
1428,370,11.0,0.0,3.3,18.8,24,3.6,9.7,982.6,976.4
1428,370,9.2,7.2,6.3,12.2,31,2.5,9.2,976.6,973.8
1428,370,6.6,0.3,2.6,10.6,99,1.9,4.7,979.2,974.3
1428,370,5.4,0.1,-1.5,12.3,99,1.1,5.0,978.9,975.2
1428,370,7.2,0.0,1.7,12.7,23,2.2,9.7,979.4,976.4
1428,370,12.2,0.0,6.1,18.4,16,2.8,9.2,983.6,978.9
1428,370,14.4,0.0,8.2,20.7,23,2.8,9.2,984.7,982.4
1428,370,14.4,0.0,9.6,19.3,99,2.2,7.2,987.4,984.4
1428,370,14.6,0.0,8.1,21.1,11,1.7,5.8,987.4,984.7
1428,370,15.0,0.0,7.8,22.1,99,1.9,4.7,987.3,984.0
1428,370,15.0,0.0,7.9,22.2,27,1.9,7.2,984.1,979.7
1428,370,11.0,0.3,8.0,14.1,99,4.4,11.4,987.5,979.9
1428,370,10.4,0,4.5,16.3,01,1.7,7.8,988.8,985.2
1428,370,9.8,0,5.3,14.2,26,2.2,7.8,985.2,982.7
1428,370,18.7,0.0,12.3,25.1,36,3.6,9.2,975.6,972.4
1428,370,20.8,0.0,13.2,28.4,99,2.8,8.3,975.8,973.9
1428,370,20.6,0,13.5,27.8,35,1.9,8.3,974.8,973.5
1428,370,20.4,0.0,14.3,26.4,35,1.9,8.3,976.1,974.1
1428,370,20.2,0,13.2,27.1,23,2.2,8.3,975.7,973.1
1428,370,18.6,0,16.5,20.6,99,2.5,7.2,973.9,970.9
1428,370,18.0,8.1,16.5,19.5,20,4.2,10.3,971.2,968.5
1428,370,18.9,32.5,16.6,21.2,23,6.9,17.5,968.6,965.0
1428,370,18.2,3.7,15.6,20.7,22,6.4,16.9,976.7,966.9
1428,370,17.5,0.0,13.4,21.6,20,3.1,8.9,978.7,976.4
1428,370,14.7,12.6,10.8,18.6,99,3.3,12.8,980.8,976.9
1428,370,14.2,0.0,8.9,19.5,35,2.2,8.3,982.3,980.1
1428,370,16.4,0.0,9.2,23.7,99,2.2,7.8,981.6,978.7
1428,370,18.2,0.0,12.3,24.2,99,3.3,6.1,980.8,978.2
1428,370,19.0,0.0,12.8,25.2,99,1.7,7.8,980.8,978.3
1428,370,18.3,0.0,11.0,25.6,27,2.5,8.9,978.3,975.7
1428,370,20.0,8.4,17.3,22.8,99,4.2,10.8,976.0,971.1
1428,370,16.6,0.0,12.3,20.9,35,3.9,10.8,978.3,969.9
1428,370,15.8,0.0,11.3,20.4,35,3.1,11.4,979.4,977.0
1428,370,18.0,0.0,12.5,23.6,36,3.1,8.9,980.5,978.1
1428,370,19.8,0.0,12.8,26.7,99,2.2,8.3,979.3,977.1
1428,370,22.6,0.0,13.4,31.9,99,1.7,5.8,978.3,975.1
1428,370,24.2,0,16.6,31.7,99,1.7,7.8,975.7,974.3
1428,370,19.5,0.0,13.2,25.8,36,2.2,7.8,977.2,975.2
1428,370,19.6,0.0,13.7,25.6,99,2.8,7.8,975.7,972.1
1428,370,20.3,0.0,14.3,26.3,33,2.8,10.8,974.4,971.6
1428,370,20.8,0,16.2,25.3,36,2.5,7.8,976.3,973.4
1428,370,19.6,0.0,13.8,25.3,36,1.9,8.9,977.2,975.1
1428,370,19.9,0.0,13.7,26.1,34,1.9,8.9,978.4,976.5
1428,370,21.6,0.0,14.6,28.6,29,1.7,6.7,978.3,975.4
1428,370,18.3,0.1,13.4,23.2,35,3.6,10.8,977.1,975.2
1428,370,16.8,0,13.8,19.8,08,3.3,12.5,978.7,976.0
1428,370,19.2,0.0,13.3,25.1,02,1.9,12.5,978.6,976.6
1428,370,22.1,0.0,13.1,31.1,01,1.4,6.7,979.0,977.1
1428,370,18.2,0.0,12.7,23.8,01,4.4,12.8,982.3,977.8
1428,370,16.2,0.0,11.6,20.9,08,2.8,12.8,983.2,980.7
1428,370,17.0,0.0,11.6,22.5,99,2.2,11.4,981.0,978.7
1428,370,17.4,0.0,11.3,23.6,99,3.3,11.7,981.1,978.1
1428,370,17.9,0.0,11.0,24.8,36,2.2,8.3,978.4,975.4
1428,370,15.2,1.7,9.6,20.7,35,3.3,10.8,979.3,975.4
1428,370,14.1,0.1,10.0,18.2,99,4.4,11.4,984.3,978.7
1428,370,15.9,0.0,9.5,22.3,01,3.3,10.3,985.5,982.9
1428,370,20.0,0.0,10.8,29.1,99,2.2,7.2,985.4,982.8
1428,370,21.4,0.0,13.2,29.6,01,1.4,8.3,983.8,979.7
1428,370,21.2,0.0,13.6,28.7,07,1.4,9.2,981.5,977.4
1428,370,21.7,0.0,14.6,28.8,35,2.8,8.3,979.0,975.6
1428,370,20.7,0.5,14.1,27.3,22,2.2,6.7,977.1,974.6
1428,370,22.1,0.4,15.8,28.4,99,1.1,5.8,975.5,973.1
1428,370,21.0,0.0,14.1,27.9,99,1.4,5.0,975.2,973.0
1428,370,21.4,5.5,14.1,28.8,05,1.1,8.3,975.0,972.1
1428,370,16.3,0.1,13.5,19.1,99,2.5,7.8,972.6,967.3
1428,370,15.3,16.9,13.2,17.4,99,5.3,13.3,967.4,963.2
1428,370,15.8,0.0,12.6,19.0,22,4.7,11.7,975.6,966.6
1428,370,15.2,21.5,13.8,16.7,20,6.4,15.0,975.9,972.5
1428,370,16.4,0.9,13.3,19.4,22,3.6,15.3,977.9,971.9
1428,370,15.2,0,13.1,17.2,99,3.3,7.8,978.8,977.0
1428,370,16.8,2.6,14.1,19.5,21,3.9,10.3,978.8,976.5
1428,370,15.0,2.0,10.1,19.9,20,2.8,7.8,980.1,976.8
1428,370,14.0,0.4,7.1,21.0,27,2.2,6.7,980.0,976.0
1428,370,15.0,5.9,12.5,17.4,22,3.6,10.3,976.7,974.3
1428,370,17.6,1.5,16.1,19.1,24,3.3,8.9,976.0,972.9
1428,370,16.8,0.0,13.6,19.9,27,3.6,9.7,978.2,971.9
1428,370,15.1,0.0,11.1,19.1,27,1.9,5.8,979.8,977.3
1428,370,13.2,1.5,8.3,18.0,99,1.9,6.7,978.9,977.1
1428,370,13.8,0.1,9.6,17.9,29,0.8,6.7,977.9,975.7
1428,370,13.8,0.7,9.3,18.3,99,2.2,5.8,979.2,975.1
1428,370,16.2,0,11.3,21.2,35,0.8,5.0,980.7,978.2
1428,370,16.0,0.5,8.5,23.6,29,1.9,6.7,979.5,977.6
1428,370,13.6,2.0,9.3,18.0,31,3.1,10.8,980.0,976.1
1428,370,12.8,0,7.7,17.9,34,1.9,8.3,981.4,979.6
1428,370,14.6,0,8.1,21.1,01,1.9,6.1,980.5,975.5
1428,370,14.5,0.1,7.7,21.3,99,2.2,7.2,975.5,971.5
1428,370,15.4,14.3,12.4,18.3,20,3.9,13.3,971.5,965.8
1428,370,13.1,24.3,10.5,15.7,22,2.8,13.9,969.1,963.3
1428,370,10.8,11.7,8.8,12.9,23,3.6,14.4,975.2,963.0
1428,370,12.1,18.2,8.9,15.3,21,5.0,13.9,975.7,972.2
1428,370,14.2,58.5,12.8,15.5,19,6.7,16.1,972.3,968.1
1428,370,13.0,0.5,10.9,15.1,23,3.1,9.7,974.1,969.7
1428,370,12.6,30.1,11.0,14.1,20,3.3,11.7,973.9,966.9
1428,370,10.2,18.2,8.4,11.9,99,1.4,7.2,967.0,961.5
1428,370,9.8,2.0,6.6,12.9,99,1.9,7.2,974.9,966.0
1428,370,9.4,0.7,5.2,13.5,35,1.4,6.7,976.4,974.5
1428,370,9.4,0.0,3.3,15.6,35,1.4,8.9,976.5,972.0
1428,370,11.8,1.2,8.6,15.1,35,2.8,8.9,972.1,968.8
1428,370,11.8,15.4,9.5,14.1,99,5.3,10.8,978.5,971.5
1428,370,13.7,0.0,9.8,17.6,19,5.0,12.8,978.3,974.5
1428,370,14.2,0.0,9.4,19.1,19,4.2,11.4,976.3,973.1
1428,370,16.0,0.0,12.2,19.7,99,1.4,6.1,976.0,973.2
1428,370,14.5,9.3,11.7,17.3,99,2.8,9.7,974.0,971.3
1428,370,16.0,5.2,14.1,17.8,99,3.3,8.9,976.0,971.9
1428,370,16.4,11.8,15.0,17.8,19,3.6,9.2,979.8,974.6
1428,370,16.2,7.4,15.1,17.2,99,3.3,9.2,980.8,978.6
1428,370,15.6,25.0,14.3,16.9,99,6.1,13.3,978.7,969.2
1428,370,12.8,15.1,11.2,14.4,28,4.2,18.6,969.3,958.5
1428,370,11.7,26.1,8.9,14.5,31,4.4,18.6,967.9,959.4
1428,370,10.9,12.3,8.0,13.8,24,4.4,17.5,965.7,962.3
1428,370,10.8,3.8,7.4,14.2,99,4.2,11.7,976.6,965.6
1428,370,10.0,6.1,7.8,12.1,34,3.3,11.7,976.3,969.4
1428,370,7.1,15.5,4.9,9.3,33,3.3,18.9,972.8,970.4
1428,370,8.2,6.4,4.1,12.2,35,2.2,10.3,980.1,971.9
1428,370,10.1,3.5,7.2,13.0,99,4.7,11.4,980.2,975.4
1428,370,7.2,12.6,5.9,8.4,33,1.9,7.2,980.2,976.2
1428,370,9.3,0.1,6.7,11.9,36,3.6,15.3,979.7,974.9
1428,370,10.2,30.7,6.3,14.1,22,4.7,12.5,978.8,964.2
1428,370,10.4,8.7,6.9,14.0,31,3.3,15.3,974.2,964.2
1428,370,6.6,17.0,3.8,9.4,35,8.1,24.2,967.2,957.5
1428,370,5.7,13.4,3.1,8.3,99,5.0,14.4,971.7,966.3
1428,370,4.8,3.8,1.6,8.1,21,2.8,8.3,974.6,971.4
1428,370,7.8,9.3,4.8,10.7,35,4.2,11.4,973.3,969.3
1428,370,7.6,0.7,4.1,11.1,24,0.6,5.8,976.9,973.2
1428,370,5.6,6.5,2.7,8.4,23,1.9,6.7,974.8,967.3
1428,370,6.1,9.7,4.0,8.2,99,3.6,7.8,967.3,960.6
1428,370,8.6,18.6,5.5,11.6,30,2.8,11.4,962.7,956.2
1428,370,10.1,31.0,7.2,13.0,26,5.8,18.1,956.2,941.4
1428,370,9.0,2.2,6.2,11.9,31,4.2,10.3,970.5,952.9
1428,370,9.6,15.1,5.7,13.5,24,5.0,16.9,970.8,963.4
1428,370,12.1,9.4,10.6,13.6,19,4.2,12.8,970.8,965.7
1428,370,12.2,35.7,9.7,14.6,23,7.5,21.7,965.7,957.1
1428,370,10.6,12.0,9.6,11.7,26,4.7,12.8,968.4,963.5
1428,370,11.8,24.0,9.8,13.9,22,4.4,15.0,973.2,965.2
1428,370,11.2,15.9,7.8,14.5,19,1.4,12.8,976.9,971.2
1428,370,10.9,34.5,7.6,14.2,22,4.4,15.0,972.8,964.4
1428,370,8.9,0.7,6.3,11.5,01,3.1,11.7,976.8,962.4
1428,370,7.2,0.0,4.2,10.2,05,2.5,12.5,979.7,976.4
1428,370,5.8,0.0,1.3,10.4,14,1.1,6.7,978.7,970.6
1428,370,5.2,0.0,0.0,10.5,02,2.2,7.2,976.2,969.4
1428,370,8.8,0.0,4.5,13.0,36,2.5,9.7,980.0,975.9
1428,370,8.4,0.1,4.2,12.6,28,1.4,6.1,981.0,978.9
1428,370,8.6,2.1,6.1,11.0,99,2.2,6.1,981.5,979.5
1428,370,9.4,4.2,6.2,12.7,35,2.5,9.2,987.3,979.5
1428,370,7.5,0.0,4.1,10.9,99,1.1,3.6,990.1,986.9
1428,370,6.6,8.2,2.9,10.3,20,3.6,11.4,988.3,978.6
1428,370,7.5,15.0,4.6,10.4,31,3.3,12.5,985.1,979.3
1428,370,10.3,34.4,8.1,12.5,26,6.1,15.3,981.0,970.3
1428,370,11.4,5.1,10.3,12.6,28,4.7,13.3,975.8,972.5
1428,370,11.2,39.0,10.5,12.0,21,6.4,17.5,974.3,966.6
1428,370,9.4,8.9,6.8,12.0,24,2.8,16.1,966.8,960.1
1428,370,5.4,6.3,4.0,6.9,01,2.8,9.2,960.2,954.2
1428,370,4.2,0.8,0.0,8.5,22,1.9,10.3,966.6,958.0
1428,370,10.0,56.0,6.6,13.5,19,8.1,21.1,966.0,957.9
1428,370,9.5,37.8,6.7,12.3,22,6.1,18.1,958.4,945.8
1428,370,7.8,18.0,5.3,10.3,23,4.4,15.3,956.9,949.9
1428,370,11.4,22.5,8.8,14.0,99,11.7,25.3,965.9,950.9
1428,370,9.7,6.1,6.9,12.5,23,4.7,22.2,980.6,965.8
1428,370,10.3,6.3,7.3,13.3,23,5.3,12.5,982.1,979.9
1428,370,14.0,0.2,11.4,16.7,99,2.2,11.7,983.8,979.7
1428,370,13.8,4.8,10.0,17.7,23,4.2,15.0,982.5,975.4
1428,370,8.3,0.0,3.6,13.0,23,0.8,5.8,987.4,982.4
1428,370,8.0,0.0,1.2,14.9,28,1.1,4.7,986.2,983.5
1428,370,11.8,0.0,5.4,18.3,99,1.4,3.6,985.6,983.9
1428,370,12.8,0.0,5.6,20.1,99,0.8,3.6,986.2,984.2
1428,370,8.8,0.0,2.0,15.6,99,1.9,5.8,989.2,985.7
1428,370,8.0,0.0,4.8,11.3,99,1.1,3.6,990.0,987.7
1428,370,5.8,0,-0.6,12.1,99,0.0,3.1,988.4,985.6
1428,370,5.0,3.9,1.1,8.8,19,2.8,8.9,986.4,984.0
1428,370,9.8,0.6,5.9,13.6,99,2.2,6.7,992.6,985.7
1428,370,5.8,0,2.4,9.2,99,1.4,7.2,993.2,989.7
1428,370,6.4,0.2,0.9,11.9,99,1.1,3.6,989.7,984.3
1428,370,5.3,0,1.0,9.6,24,1.4,7.2,988.1,983.9
1428,370,6.4,0.2,1.9,11.0,19,1.1,4.7,989.6,987.6
1428,370,9.6,1.4,7.1,12.1,18,1.7,7.2,988.0,983.5
1428,370,8.4,2.6,4.6,12.1,24,5.6,16.4,986.6,979.6
1428,370,6.8,0.0,2.5,11.2,33,0.8,4.7,990.6,986.4
1428,370,6.6,0.0,1.7,11.4,99,1.9,5.8,989.5,986.5
1428,370,6.0,0,0.7,11.4,99,2.5,7.8,988.7,983.5
1428,370,8.0,4.1,6.5,9.4,99,6.4,16.4,983.5,972.6
1428,370,11.2,16.9,9.1,13.4,20,8.3,21.1,972.7,966.9
1428,370,10.1,4.6,7.2,13.0,18,1.9,20.0,976.0,965.7
1428,370,10.6,52.2,7.9,13.3,20,7.5,20.0,978.8,970.7
1428,370,7.2,0.0,5.3,9.1,99,2.5,10.3,987.6,978.7
1428,370,9.4,12.8,6.4,12.4,28,3.9,12.8,983.7,976.3
1428,370,7.4,0.0,4.9,10.0,99,3.1,12.8,991.5,982.2
1428,370,5.8,0.0,3.3,8.3,34,2.8,16.9,991.7,984.9
1428,370,6.2,0.0,3.3,9.0,06,3.3,14.4,986.6,980.0
1428,370,9.6,2.0,6.5,12.6,99,2.5,10.8,980.2,974.6
1428,370,7.9,0,3.0,12.8,19,1.1,4.7,974.6,972.5
1428,370,8.2,0.0,2.5,13.9,35,0.8,4.7,976.6,974.3
1428,370,7.2,0.1,1.1,13.4,28,0.6,4.7,976.2,972.7
1428,370,7.8,27.3,4.6,10.9,20,4.2,13.3,978.3,974.8
1428,370,9.8,10.1,8.7,11.0,99,6.4,16.9,975.8,971.5
1428,370,9.2,13.3,7.2,11.1,99,1.4,8.3,978.0,975.6
1428,370,11.6,48.9,10.8,12.4,99,6.7,16.4,977.5,974.9
1428,370,11.8,10.1,10.6,13.0,20,4.7,15.3,977.9,974.0
1428,370,12.8,23.0,11.6,14.1,20,5.3,13.9,978.0,973.0
1428,370,13.4,15.7,12.4,14.3,99,5.3,12.8,981.5,975.4
1428,370,15.2,0.0,12.5,17.8,20,5.6,15.3,985.1,980.9
1428,370,13.3,0.0,7.4,19.2,99,3.3,11.4,986.8,982.9
1428,370,10.8,0.0,6.4,15.1,99,1.4,7.2,989.6,986.5
1428,370,10.8,0,5.1,16.4,10,1.4,7.2,987.0,977.8
1428,370,11.5,0.0,6.3,16.7,22,3.1,8.9,978.0,975.9
1428,370,10.5,6.6,7.8,13.2,20,3.1,11.7,978.3,976.5
1428,370,8.8,0.0,5.8,11.8,29,1.7,9.7,982.2,977.0
1428,370,9.4,6.5,6.6,12.3,22,6.4,14.4,985.4,980.8
1428,370,11.5,0.8,9.7,13.3,99,5.0,12.8,987.9,985.2
1428,370,10.5,0.7,8.5,12.5,20,1.7,7.8,986.7,982.8
1428,370,11.3,3.2,7.5,15.1,22,1.9,11.4,983.7,977.2
1428,370,11.0,3.8,9.8,12.3,23,3.9,11.7,982.0,976.4
1428,370,11.2,0.1,9.4,12.9,99,3.3,8.3,982.5,980.1
1428,370,9.9,1.9,7.8,12.0,20,5.8,16.1,980.4,977.5
1428,370,12.2,19.8,11.1,13.4,99,8.3,18.6,978.6,975.8
1428,370,7.4,0.1,3.1,11.6,30,4.2,11.7,991.3,978.6
1428,370,5.0,0,-1.4,11.3,36,1.9,6.1,992.6,990.3
1428,370,5.6,0,-2.4,13.7,99,1.4,6.1,991.1,981.7
1428,370,8.2,0.0,2.5,14.0,01,2.5,9.2,986.4,980.0
1428,370,11.6,0.0,4.8,18.5,26,1.1,6.7,987.3,984.6
1428,370,9.8,0,1.5,18.0,33,1.4,7.2,990.3,986.4
1428,370,11.4,0,1.3,21.6,99,1.9,4.7,990.2,986.7
1428,370,8.7,1.8,0.8,16.6,23,3.3,8.3,986.8,981.3
1428,370,9.4,1.6,6.7,12.0,99,4.4,10.3,982.8,978.6
1428,370,9.0,1.3,6.3,11.7,21,2.5,9.7,982.9,978.6
1428,370,11.8,0.0,9.3,14.3,99,5.0,11.4,981.6,977.6
1428,370,11.6,19.6,7.4,15.9,18,3.6,14.4,981.0,965.1
1428,370,9.6,8.0,7.3,11.8,23,4.7,20.0,969.4,961.5
1428,370,10.3,40.1,7.9,12.7,24,5.8,23.3,967.5,952.5
1428,370,20.3,0.0,14.9,25.7,35,3.9,11.4,980.3,977.7
1428,370,19.2,0.0,13.5,24.9,36,4.4,11.4,980.2,978.0
1428,370,19.1,0.0,12.9,25.3,99,3.3,8.9,978.4,976.3
1428,370,22.2,0.0,15.5,28.9,36,4.2,10.3,977.4,973.0
1428,370,21.8,0.0,12.4,31.1,36,3.9,9.7,973.0,971.0
1428,370,26.0,0.0,16.3,35.7,99,3.1,9.7,973.7,969.8
1428,370,22.9,0.0,17.0,28.8,99,3.3,9.2,978.3,973.0
1428,370,22.8,0.0,15.2,30.3,36,2.5,9.2,977.9,974.9
1428,370,21.9,0.0,14.8,29.0,35,3.1,10.3,975.3,972.7
1428,370,19.8,0.0,17.7,22.0,02,1.9,9.2,972.8,970.8
1428,370,22.0,29.2,18.2,25.8,99,3.9,11.7,972.0,969.0
1428,370,18.4,1.8,15.8,21.0,36,5.0,10.8,976.0,971.0
1428,370,19.6,0.0,14.8,24.3,36,1.9,8.3,976.7,975.1
1428,370,17.6,0.4,11.3,24.0,29,2.2,7.2,976.2,973.4
1428,370,17.4,8.0,13.4,21.3,99,3.9,11.4,974.5,972.5
1428,370,17.4,13.7,15.2,19.6,99,3.6,9.2,973.9,971.6
1428,370,18.6,13.4,17.3,19.9,99,2.5,10.3,973.3,970.5
1428,370,20.2,10.5,17.3,23.0,20,5.6,14.4,972.5,968.5
1428,370,18.4,26.2,16.1,20.8,21,6.4,16.1,968.6,962.9
1428,370,18.5,0.8,14.9,22.1,20,3.9,12.8,968.7,964.2
1428,370,19.1,9.3,15.6,22.6,21,3.3,10.8,979.8,968.5
1428,370,19.0,0.0,13.3,24.8,99,1.9,7.8,983.2,979.7
1428,370,19.6,0.0,12.6,26.7,35,2.2,9.7,982.8,979.2
1428,370,21.0,0.0,12.1,29.9,27,1.7,5.8,979.3,972.6
1428,370,18.7,0.0,13.9,23.5,99,1.4,5.0,977.5,973.2
1428,370,22.8,0.1,16.9,28.7,99,2.5,6.7,979.1,976.6
1428,370,20.7,1.2,16.8,24.6,99,2.8,7.8,979.1,975.7
1428,370,16.6,3.0,12.5,20.7,0,3.3,0,975.8,972.1
1428,370,15.9,0.5,12.1,19.7,36,5.0,13.3,976.1,971.3
1428,370,14.9,0.0,9.4,20.4,01,2.5,8.9,977.9,975.6
1428,370,15.9,0.0,8.6,23.2,99,2.8,7.2,977.1,974.5
1428,370,18.3,0,12.9,23.7,36,2.5,10.8,975.7,973.2
1428,370,18.5,0.0,11.6,25.4,99,2.8,8.3,977.1,975.0
1428,370,22.4,0.0,13.7,31.0,99,1.4,5.8,978.5,975.9
1428,370,23.1,0.0,17.1,29.1,99,4.2,8.9,980.4,976.7
1428,370,20.0,0.0,16.5,23.5,06,3.1,11.4,980.7,978.7
1428,370,18.2,0.0,13.5,22.9,09,2.2,11.7,979.3,977.2
1428,370,19.2,0.0,13.1,25.3,99,1.9,8.9,979.5,978.0
1428,370,20.4,0.0,12.6,28.2,09,1.4,5.8,979.6,976.8
1428,370,22.4,0.0,14.6,30.3,36,1.7,5.8,979.3,977.1
1428,370,21.8,0.0,13.7,29.8,99,1.4,5.0,978.7,974.2
1428,370,22.8,0.0,14.4,31.3,36,0.6,5.0,974.2,971.6
1428,370,24.5,0.0,15.8,33.2,35,0.8,6.1,976.0,973.5
1428,370,26.6,0.2,18.9,34.4,25,1.1,7.8,976.3,974.5
1428,370,20.2,0.0,15.7,24.7,99,2.5,8.9,977.3,974.3
1428,370,19.6,0.0,15.5,23.6,99,2.2,7.8,977.9,976.3
1428,370,20.8,0,13.8,27.9,99,1.7,6.7,977.2,971.9
1428,370,21.2,8.4,15.4,27.1,23,2.8,16.1,971.9,965.8
1428,370,18.0,8.6,13.8,22.3,36,1.9,6.7,968.3,965.8
1428,370,18.2,0,14.6,21.8,21,2.8,8.3,973.4,967.1
1428,370,18.7,0.5,15.1,22.3,99,1.7,8.9,977.2,972.5
